Name	Formula	Distribution	Masses	Adducts	Isotopes
Imidazole	[M1];[C3H4N2]n	0.9605765722233452 0.007095956692191087 1.3104785925838683E-5 5.523950544596859E-4 0.031168005628595355 2.3024381867920137E-4 1.792366445785497E-5 3.3710468030523664E-4 0.9607975429516765 0.0070975890438055465 1.3107800546613742E-5 3.31513276345108E-4 0.031175175506670195 2.3029678389382198E-4 1.0756672567146436E-5 3.371822277583861E-4	69.04472459127076 70.04175948443077 71.03879437759076 70.05100133713077 70.04807942907077 71.04511432223077 71.05435617493077 71.05143426687077 67.03017168680924 68.02720657996923 69.02424147312924 68.03644843266923 68.03352652460924 69.03056141776923 69.03980327046924 69.03688136240923	M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]3[1H]5[14N]2 [12C]3[1H]5[14N]1[15N]1 [12C]3[1H]5[15N]2 [12C]3[1H]4[2H]1[14N]2 [12C]2[13C]1[1H]5[14N]2 [12C]2[13C]1[1H]5[14N]1[15N]1 [12C]2[13C]1[1H]4[2H]1[14N]2 [12C]1[13C]2[1H]5[14N]2 [12C]3[1H]3[14N]2 [12C]3[1H]3[14N]1[15N]1 [12C]3[1H]3[15N]2 [12C]3[1H]2[2H]1[14N]2 [12C]2[13C]1[1H]3[14N]2 [12C]2[13C]1[1H]3[14N]1[15N]1 [12C]2[13C]1[1H]2[2H]1[14N]2 [12C]1[13C]2[1H]3[14N]2
trans-4-Hydroxy-L-proline	[M1];[C5H9NO3]n	0.9362020045357222 0.005771667479870777 0.0010698700694394608 1.8700116403396648E-4 0.0034579486276411775 5.8229508815489275E-5 0.0010767561321712808 0.05062853254084823 3.1212393629140474E-4 0.0010951689036431335 0.9364173681462761 0.005772995192417172 0.0010701161820090364 1.8704418172210327E-4 0.003458744093040686 0.0010954208359484612 8.616030630468243E-4 0.05064017911232769 3.12195737182168E-4 5.787042933132868E-5	132.06551961303074 134.06976539093077 133.06973649093075 134.06590934399077 133.06255450619076 134.07515119669077 133.07179635889077 133.06887445083075 135.07312022873074 134.07222928863075 130.05096670856923 132.05521248646923 131.0551835864692 132.05135643952923 131.04800160172923 132.05767638416924 131.05724345442923 131.05432154636924 133.05856732426923 132.05853842426924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]10[14N]1[16O]3 [12C]5[1H]10[14N]1[16O]2[18O]1 [12C]5[1H]10[14N]1[16O]2[17O]1 [12C]4[13C]1[1H]10[15N]1[16O]3 [12C]5[1H]10[15N]1[16O]3 [12C]4[13C]1[1H]9[2H]1[14N]1[16O]3 [12C]5[1H]9[2H]1[14N]1[16O]3 [12C]4[13C]1[1H]10[14N]1[16O]3 [12C]4[13C]1[1H]10[14N]1[16O]2[18O]1 [12C]3[13C]2[1H]10[14N]1[16O]3 [12C]5[1H]8[14N]1[16O]3 [12C]5[1H]8[14N]1[16O]2[18O]1 [12C]5[1H]8[14N]1[16O]2[17O]1 [12C]4[13C]1[1H]8[15N]1[16O]3 [12C]5[1H]8[15N]1[16O]3 [12C]3[13C]2[1H]8[14N]1[16O]3 [12C]5[1H]7[2H]1[14N]1[16O]3 [12C]4[13C]1[1H]8[14N]1[16O]3 [12C]4[13C]1[1H]8[14N]1[16O]2[18O]1 [12C]4[13C]1[1H]8[14N]1[16O]2[17O]1
Oxaloacetate	[M1];[C4H4O5]n	0.9457562132041072 0.009717614989767228 0.001801313998103193 3.993927389360709E-5 6.638072489336802E-4 5.438723679146713E-4 0.040916168932715866 4.2041233353081733E-4 7.793009109351734E-5 2.352950302915996E-5 0.9459737746617761 0.009719850426820375 0.0018017283718008493 3.994846151143632E-5 1.4810161340825168E-5 3.2639848808444237E-4 0.04092558127516835 4.2050904504994675E-4 7.794801810681937E-5 6.639599509415264E-4	133.01314969129075 135.01739546919075 134.01736656919076 137.02164124709077 135.01985936689076 134.01942643715077 134.01650452909078 136.02075030699078 135.02072140699076 135.02278127495077 130.99859678682924 133.00284256472924 132.00281366472925 135.00708834262926 134.00705944262924 132.00487353268923 132.00195162462924 134.00619740252924 133.00616850252922 133.00530646242925	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]4[1H]5[16O]5 [12C]4[1H]5[16O]4[18O]1 [12C]4[1H]5[16O]4[17O]1 [12C]4[1H]5[16O]3[18O]2 [12C]2[13C]2[1H]5[16O]5 [12C]4[1H]4[2H]1[16O]5 [12C]3[13C]1[1H]5[16O]5 [12C]3[13C]1[1H]5[16O]4[18O]1 [12C]3[13C]1[1H]5[16O]4[17O]1 [12C]3[13C]1[1H]4[2H]1[16O]5 [12C]4[1H]3[16O]5 [12C]4[1H]3[16O]4[18O]1 [12C]4[1H]3[16O]4[17O]1 [12C]4[1H]3[16O]3[18O]2 [12C]4[1H]3[16O]3[18O]1[17O]1 [12C]4[1H]2[2H]1[16O]5 [12C]3[13C]1[1H]3[16O]5 [12C]3[13C]1[1H]3[16O]4[18O]1 [12C]3[13C]1[1H]3[16O]4[17O]1 [12C]2[13C]2[1H]3[16O]5
L-Valine	[M1];[C5H11NO2]n	0.9382666784846682 0.0038562641035587856 7.148196874889453E-4 0.0034655746916889946 7.00295118721053E-5 0.0012949569363565191 0.050740187303072636 2.085415238455424E-4 0.0010975841587847514 1.874135712173873E-4 0.9384825170521588 0.003857151197323345 7.14984124381888E-4 0.0034663719113858446 5.83713511989026E-5 0.001079379023197651 0.050751859559578 2.0858949667118066E-4 0.0010978366466946013 1.8745668377554103E-4	118.08625505521076 120.09050083311075 119.09047193311076 119.08328994837076 120.09588663887075 119.09253180107075 119.08960989301076 121.09385567091076 120.09296473081075 120.08664478617077 116.07170215074922 118.07594792864921 117.07591902864922 117.06873704390922 118.08133373440923 117.07797889660922 117.07505698854922 119.07930276644922 118.07841182634922 118.07209188170923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]12[14N]1[16O]2 [12C]5[1H]12[14N]1[16O]1[18O]1 [12C]5[1H]12[14N]1[16O]1[17O]1 [12C]5[1H]12[15N]1[16O]2 [12C]4[13C]1[1H]11[2H]1[14N]1[16O]2 [12C]5[1H]11[2H]1[14N]1[16O]2 [12C]4[13C]1[1H]12[14N]1[16O]2 [12C]4[13C]1[1H]12[14N]1[16O]1[18O]1 [12C]3[13C]2[1H]12[14N]1[16O]2 [12C]4[13C]1[1H]12[15N]1[16O]2 [12C]5[1H]10[14N]1[16O]2 [12C]5[1H]10[14N]1[16O]1[18O]1 [12C]5[1H]10[14N]1[16O]1[17O]1 [12C]5[1H]10[15N]1[16O]2 [12C]4[13C]1[1H]9[2H]1[14N]1[16O]2 [12C]5[1H]9[2H]1[14N]1[16O]2 [12C]4[13C]1[1H]10[14N]1[16O]2 [12C]4[13C]1[1H]10[14N]1[16O]1[18O]1 [12C]3[13C]2[1H]10[14N]1[16O]2 [12C]4[13C]1[1H]10[15N]1[16O]2
L-Proline	[M1];[C5H9NO2]n	0.9384825170521588 0.003857151197323345 7.14984124381888E-4 0.0034663719113858446 5.83713511989026E-5 0.001079379023197651 0.050751859559578 2.0858949667118066E-4 0.0010978366466946013 1.8745668377554103E-4 0.9386984052710847 0.0038580384951546714 7.151485991018412E-4 0.0034671693144748593 4.670782314073346E-5 8.637018585631326E-4 0.05076353450116552 2.0863748053247242E-4 0.0010980891926866895 1.8749980625129388E-4	116.07060499093075 118.07485076883074 117.07482186883075 117.06763988409075 118.08023657459076 117.07688173679075 117.07395982873075 119.07820560663075 118.07731466653075 118.07099472189076 114.05605208646922 116.06029786436923 115.06026896436923 115.05308697962923 116.06568367012923 115.06232883232923 115.05940692426923 117.06365270216924 116.06276176206923 116.05644181742923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]10[14N]1[16O]2 [12C]5[1H]10[14N]1[16O]1[18O]1 [12C]5[1H]10[14N]1[16O]1[17O]1 [12C]5[1H]10[15N]1[16O]2 [12C]4[13C]1[1H]9[2H]1[14N]1[16O]2 [12C]5[1H]9[2H]1[14N]1[16O]2 [12C]4[13C]1[1H]10[14N]1[16O]2 [12C]4[13C]1[1H]10[14N]1[16O]1[18O]1 [12C]3[13C]2[1H]10[14N]1[16O]2 [12C]4[13C]1[1H]10[15N]1[16O]2 [12C]5[1H]8[14N]1[16O]2 [12C]5[1H]8[14N]1[16O]1[18O]1 [12C]5[1H]8[14N]1[16O]1[17O]1 [12C]5[1H]8[15N]1[16O]2 [12C]4[13C]1[1H]7[2H]1[14N]1[16O]2 [12C]5[1H]7[2H]1[14N]1[16O]2 [12C]4[13C]1[1H]8[14N]1[16O]2 [12C]4[13C]1[1H]8[14N]1[16O]1[18O]1 [12C]3[13C]2[1H]8[14N]1[16O]2 [12C]4[13C]1[1H]8[15N]1[16O]2
Adenine	[M1];[C5H5N5]n	0.929682394705089 0.01716933923094351 1.2683308248328281E-4 6.415546311290914E-4 1.1848206613111534E-5 0.05027596089833445 9.284945404381664E-4 3.469440287618155E-5 0.001087542265464831 2.0084689341328983E-5 0.9298962585466767 0.017173288860264625 1.2686225912512822E-4 4.27801476101223E-4 0.05028752636434571 9.287081310261373E-4 2.3134922643703062E-5 0.001087792443340744 2.008930961685974E-5 1.1765267506060844E-5	136.06177163913077 137.05880653229076 138.05584142545078 137.06804838499076 138.06508327815075 137.06512647693077 138.06216137009076 138.07140322279076 138.06848131473075 139.06551620789074 134.04721873466926 135.04425362782925 136.04128852098924 135.05349548052922 135.05057357246923 136.04760846562922 136.05685031832925 136.05392841026924 137.05096330342923 137.05728324806924	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]6[14N]5 [12C]5[1H]6[14N]4[15N]1 [12C]5[1H]6[14N]3[15N]2 [12C]5[1H]5[2H]1[14N]5 [12C]5[1H]5[2H]1[14N]4[15N]1 [12C]4[13C]1[1H]6[14N]5 [12C]4[13C]1[1H]6[14N]4[15N]1 [12C]4[13C]1[1H]5[2H]1[14N]5 [12C]3[13C]2[1H]6[14N]5 [12C]3[13C]2[1H]6[14N]4[15N]1 [12C]5[1H]4[14N]5 [12C]5[1H]4[14N]4[15N]1 [12C]5[1H]4[14N]3[15N]2 [12C]5[1H]3[2H]1[14N]5 [12C]4[13C]1[1H]4[14N]5 [12C]4[13C]1[1H]4[14N]4[15N]1 [12C]4[13C]1[1H]3[2H]1[14N]5 [12C]3[13C]2[1H]4[14N]5 [12C]3[13C]2[1H]4[14N]4[15N]1 [12C]2[13C]3[1H]4[14N]5
Pyridoxine	[M1];[C8H11NO3]n	0.9062618544169424 0.00558708702613771 0.001035655156064551 2.896332558563034E-4 0.0033473619161056172 1.0822522295367141E-4 0.001250785199393307 0.07841505583553049 4.83427321780439E-4 0.00296840578291784 0.9064703306049113 0.0055883722778553935 0.0010358933978463652 2.89699882998112E-4 0.0033481319421732715 9.020843254120445E-5 0.0010425607746847375 0.0784330944099671 4.835385292473688E-4 0.0029690886340374718	170.08116967731075 172.08541545521078 171.08538655521076 172.08155940827078 171.07820457047077 172.09080126097075 171.08744642317075 171.08452451511076 173.08877029301075 172.08787935291076 168.06661677284922 170.07086255074924 169.07083365074922 170.06700650380924 169.06365166600924 170.07624835650924 169.07289351870924 169.06997161064922 171.07421738854922 170.07332644844922	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]8[1H]12[14N]1[16O]3 [12C]8[1H]12[14N]1[16O]2[18O]1 [12C]8[1H]12[14N]1[16O]2[17O]1 [12C]7[13C]1[1H]12[15N]1[16O]3 [12C]8[1H]12[15N]1[16O]3 [12C]7[13C]1[1H]11[2H]1[14N]1[16O]3 [12C]8[1H]11[2H]1[14N]1[16O]3 [12C]7[13C]1[1H]12[14N]1[16O]3 [12C]7[13C]1[1H]12[14N]1[16O]2[18O]1 [12C]6[13C]2[1H]12[14N]1[16O]3 [12C]8[1H]10[14N]1[16O]3 [12C]8[1H]10[14N]1[16O]2[18O]1 [12C]8[1H]10[14N]1[16O]2[17O]1 [12C]7[13C]1[1H]10[15N]1[16O]3 [12C]8[1H]10[15N]1[16O]3 [12C]7[13C]1[1H]9[2H]1[14N]1[16O]3 [12C]8[1H]9[2H]1[14N]1[16O]3 [12C]7[13C]1[1H]10[14N]1[16O]3 [12C]7[13C]1[1H]10[14N]1[16O]2[18O]1 [12C]6[13C]2[1H]10[14N]1[16O]3
Guanine	[M1];[C5H5N5O]n	0.9274232664859556 0.0019058489091454325 3.5327930998793367E-4 0.017127617736612318 0.0010848995377597515 1.2652487809284844E-4 6.399956533754477E-4 9.262382987049018E-4 0.0501537903133515 1.0306571984158563E-4 0.9276366106384083 0.0019062873300206874 3.53360578247737E-4 0.017131557768334183 0.0010851491077034261 1.2655398383545416E-4 4.2676191851429707E-4 0.050165327675280355 1.0308942904690872E-4 9.264513702677439E-4	152.05668626123077 154.06093203913076 153.06090313913077 153.05372115439076 154.06339593683074 154.05075604755078 153.06296300709076 154.05707599219076 153.06004109903077 155.06428687693077 150.04213335676926 152.04637913466925 151.04635023466926 151.03916824992925 152.04884303236923 152.03620314308924 151.04841010262922 151.04548819456923 153.04973397246923 152.04252308772922	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]6[14N]5[16O]1 [12C]5[1H]6[14N]5[18O]1 [12C]5[1H]6[14N]5[17O]1 [12C]5[1H]6[14N]4[15N]1[16O]1 [12C]3[13C]2[1H]6[14N]5[16O]1 [12C]5[1H]6[14N]3[15N]2[16O]1 [12C]5[1H]5[2H]1[14N]5[16O]1 [12C]4[13C]1[1H]6[14N]4[15N]1[16O]1 [12C]4[13C]1[1H]6[14N]5[16O]1 [12C]4[13C]1[1H]6[14N]5[18O]1 [12C]5[1H]4[14N]5[16O]1 [12C]5[1H]4[14N]5[18O]1 [12C]5[1H]4[14N]5[17O]1 [12C]5[1H]4[14N]4[15N]1[16O]1 [12C]3[13C]2[1H]4[14N]5[16O]1 [12C]5[1H]4[14N]3[15N]2[16O]1 [12C]5[1H]3[2H]1[14N]5[16O]1 [12C]4[13C]1[1H]4[14N]5[16O]1 [12C]4[13C]1[1H]4[14N]5[18O]1 [12C]4[13C]1[1H]4[14N]4[15N]1[16O]1
L-Methionine	[M1];[C5H11NO2S]n	0.8906965578854954 0.040251640506992266 0.007130826756483478 0.0010419366419343644 0.0036607515135083546 0.002176754035301816 0.04816765980680685 6.785783293332558E-4 0.0012293026196832436 0.0032898700548203625 0.8909014534376143 0.04026089998153761 0.0071324671295964065 0.0010421763287071849 0.0036615936316190508 0.002177254775105896 0.04817874027990739 6.787344292757263E-4 0.00102465450672153 0.003290626855478582	150.05832574521077 152.05412188521075 151.05771355521077 152.06503542081074 152.06257152311076 153.05747672301075 151.06168058301077 151.06254262311077 151.06460249107076 151.05536063837076 148.04377284074923 150.0395689807492 149.04316065074923 150.05048251634923 150.04801861864922 151.0429238185492 149.04712767854923 149.04798971864923 149.05004958660922 149.04080773390922	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]12[14N]1[16O]2[32S]1 [12C]5[1H]12[14N]1[16O]2[34S]1 [12C]5[1H]12[14N]1[16O]2[33S]1 [12C]3[13C]2[1H]12[14N]1[16O]2[32S]1 [12C]5[1H]12[14N]1[16O]1[18O]1[32S]1 [12C]4[13C]1[1H]12[14N]1[16O]2[34S]1 [12C]4[13C]1[1H]12[14N]1[16O]2[32S]1 [12C]5[1H]12[14N]1[16O]1[17O]1[32S]1 [12C]5[1H]11[2H]1[14N]1[16O]2[32S]1 [12C]5[1H]12[15N]1[16O]2[32S]1 [12C]5[1H]10[14N]1[16O]2[32S]1 [12C]5[1H]10[14N]1[16O]2[34S]1 [12C]5[1H]10[14N]1[16O]2[33S]1 [12C]3[13C]2[1H]10[14N]1[16O]2[32S]1 [12C]5[1H]10[14N]1[16O]1[18O]1[32S]1 [12C]4[13C]1[1H]10[14N]1[16O]2[34S]1 [12C]4[13C]1[1H]10[14N]1[16O]2[32S]1 [12C]5[1H]10[14N]1[16O]1[17O]1[32S]1 [12C]5[1H]9[2H]1[14N]1[16O]2[32S]1 [12C]5[1H]10[15N]1[16O]2[32S]1
Selenomethionine	[M1];[C5H11NO2Se]n	0.7978441959988238 0.14042248248584435 0.0032791294882516275 5.77134615307158E-4 6.078386368466429E-4 0.043146330219283414 0.002946911274766814 9.33317968960543E-4 0.007593857083789219 0.0011011516229150087 0.7980277318232263 0.14045478522893245 0.003279883818153339 5.77267379170006E-4 6.079784638528138E-4 0.043156255587327025 0.002947589181296645 9.335326691284729E-4 0.007595603972250975 9.178374429026446E-4	198.00277685521075 200.00295505521078 200.00702263311075 202.00720083311077 199.00699373311076 199.00613169301076 198.99981174837077 200.00948653081073 201.00630989301075 199.00905360107075 195.98822395074922 197.98840215074924 197.9924697286492 199.99264792864923 196.99244082864922 196.99157878854922 196.98525884390924 197.99493362634922 198.9917569885492 196.9945006966092	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]5[1H]12[14N]1[16O]2[80Se]1 [12C]5[1H]12[14N]1[16O]2[82Se]1 [12C]5[1H]12[14N]1[16O]1[18O]1[80Se]1 [12C]5[1H]12[14N]1[16O]1[18O]1[82Se]1 [12C]5[1H]12[14N]1[16O]1[17O]1[80Se]1 [12C]4[13C]1[1H]12[14N]1[16O]2[80Se]1 [12C]5[1H]12[15N]1[16O]2[80Se]1 [12C]3[13C]2[1H]12[14N]1[16O]2[80Se]1 [12C]4[13C]1[1H]12[14N]1[16O]2[82Se]1 [12C]5[1H]11[2H]1[14N]1[16O]2[80Se]1 [12C]5[1H]10[14N]1[16O]2[80Se]1 [12C]5[1H]10[14N]1[16O]2[82Se]1 [12C]5[1H]10[14N]1[16O]1[18O]1[80Se]1 [12C]5[1H]10[14N]1[16O]1[18O]1[82Se]1 [12C]5[1H]10[14N]1[16O]1[17O]1[80Se]1 [12C]4[13C]1[1H]10[14N]1[16O]2[80Se]1 [12C]5[1H]10[15N]1[16O]2[80Se]1 [12C]3[13C]2[1H]10[14N]1[16O]2[80Se]1 [12C]4[13C]1[1H]10[14N]1[16O]2[82Se]1 [12C]5[1H]9[2H]1[14N]1[16O]2[80Se]1
2-Phenylglycine	[M1];[C8H9NO2]n	0.9086784191634785 0.0037346567344349367 6.922778337001344E-4 0.003356287721336118 9.042817300159833E-5 0.0010451003685803875 0.07862415109713312 3.231442600501676E-4 0.002976321094296612 2.90405568529639E-4 0.9088874512572311 0.003735515853679086 6.924370850722206E-4 0.003357059800693161 7.235918005574128E-5 8.362726265087009E-4 0.07864223777177702 3.232185960526937E-4 0.0029770057662519486 2.904723733340086E-4	152.07060499093075 154.07485076883074 153.07482186883075 153.06763988409077 154.08023657459077 153.07688173679077 153.07395982873075 155.07820560663075 154.07731466653075 154.07099472189077 150.05605208646924 152.06029786436923 151.06026896436921 151.05308697962923 152.06568367012923 151.06232883232923 151.05940692426924 153.06365270216924 152.06276176206924 152.05644181742923	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]8[1H]10[14N]1[16O]2 [12C]8[1H]10[14N]1[16O]1[18O]1 [12C]8[1H]10[14N]1[16O]1[17O]1 [12C]8[1H]10[15N]1[16O]2 [12C]7[13C]1[1H]9[2H]1[14N]1[16O]2 [12C]8[1H]9[2H]1[14N]1[16O]2 [12C]7[13C]1[1H]10[14N]1[16O]2 [12C]7[13C]1[1H]10[14N]1[16O]1[18O]1 [12C]6[13C]2[1H]10[14N]1[16O]2 [12C]7[13C]1[1H]10[15N]1[16O]2 [12C]8[1H]8[14N]1[16O]2 [12C]8[1H]8[14N]1[16O]1[18O]1 [12C]8[1H]8[14N]1[16O]1[17O]1 [12C]8[1H]8[15N]1[16O]2 [12C]7[13C]1[1H]7[2H]1[14N]1[16O]2 [12C]8[1H]7[2H]1[14N]1[16O]2 [12C]7[13C]1[1H]8[14N]1[16O]2 [12C]7[13C]1[1H]8[14N]1[16O]1[18O]1 [12C]6[13C]2[1H]8[14N]1[16O]2 [12C]7[13C]1[1H]8[15N]1[16O]2
L-Tryptophan	[M1];[C11H12N2O2]n	0.8762807054615824 0.0036015025435733694 6.675955934428682E-4 0.006473247543156064 1.829340288812684E-4 7.701417525820975E-4 0.0013101903265526232 0.10425375420279825 4.284816025256099E-4 0.005637901394773796 0.8764822847956072 0.0036023310320699178 6.677491669202771E-4 0.006474736646956471 1.8297611096693175E-4 7.703189157452512E-4 0.0011088776111917303 0.1042777367031669 4.285801702968053E-4 0.0056391983358126336	205.09715409259076 207.10139987049075 206.10137097049076 206.09418898575078 208.10721860599074 207.09754382355078 206.10343083845075 206.10050893039076 208.10475470829076 207.10386376819076 203.08260118812922 205.0868469660292 204.08681806602922 204.07963608128924 206.0926657015292 205.08299091908924 204.0888779339892 204.08595602592922 206.09020180382922 205.08931086372922	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]11[1H]13[14N]2[16O]2 [12C]11[1H]13[14N]2[16O]1[18O]1 [12C]11[1H]13[14N]2[16O]1[17O]1 [12C]11[1H]13[14N]1[15N]1[16O]2 [12C]8[13C]3[1H]13[14N]2[16O]2 [12C]10[13C]1[1H]13[14N]1[15N]1[16O]2 [12C]11[1H]12[2H]1[14N]2[16O]2 [12C]10[13C]1[1H]13[14N]2[16O]2 [12C]10[13C]1[1H]13[14N]2[16O]1[18O]1 [12C]9[13C]2[1H]13[14N]2[16O]2 [12C]11[1H]11[14N]2[16O]2 [12C]11[1H]11[14N]2[16O]1[18O]1 [12C]11[1H]11[14N]2[16O]1[17O]1 [12C]11[1H]11[14N]1[15N]1[16O]2 [12C]8[13C]3[1H]11[14N]2[16O]2 [12C]10[13C]1[1H]11[14N]1[15N]1[16O]2 [12C]11[1H]10[2H]1[14N]2[16O]2 [12C]10[13C]1[1H]11[14N]2[16O]2 [12C]10[13C]1[1H]11[14N]2[16O]1[18O]1 [12C]9[13C]2[1H]11[14N]2[16O]2
L-Leucine	[M1];[C6H13NO2]n	0.9280137450389316 0.0038141246776262497 7.070084768282802E-4 0.003427704534429971 9.696996759268353E-5 0.0014942739710193417 0.060222867109571886 2.475152171268629E-4 0.0016283854191661243 2.2243872547296508E-4 0.9282272250248823 0.0038150020776507067 7.071711168328136E-4 0.0034284930424879224 8.313623531408858E-5 0.0012811008971375041 0.06023672075871575 2.4757215544847424E-4 0.0016287600124286316 2.2248989520643364E-4	132.10190511949077 134.10615089739076 133.10612199739077 133.09894001265076 134.11153670315076 133.10818186535076 133.10525995729077 135.10950573519077 134.10861479509077 134.10229485045076 130.08735221502923 132.09159799292922 131.09156909292923 131.08438710818925 132.09698379868922 131.09362896088922 131.09070705282923 133.09495283072923 132.09406189062923 132.08774194598925	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]6[1H]14[14N]1[16O]2 [12C]6[1H]14[14N]1[16O]1[18O]1 [12C]6[1H]14[14N]1[16O]1[17O]1 [12C]6[1H]14[15N]1[16O]2 [12C]5[13C]1[1H]13[2H]1[14N]1[16O]2 [12C]6[1H]13[2H]1[14N]1[16O]2 [12C]5[13C]1[1H]14[14N]1[16O]2 [12C]5[13C]1[1H]14[14N]1[16O]1[18O]1 [12C]4[13C]2[1H]14[14N]1[16O]2 [12C]5[13C]1[1H]14[15N]1[16O]2 [12C]6[1H]12[14N]1[16O]2 [12C]6[1H]12[14N]1[16O]1[18O]1 [12C]6[1H]12[14N]1[16O]1[17O]1 [12C]6[1H]12[15N]1[16O]2 [12C]5[13C]1[1H]11[2H]1[14N]1[16O]2 [12C]6[1H]11[2H]1[14N]1[16O]2 [12C]5[13C]1[1H]12[14N]1[16O]2 [12C]5[13C]1[1H]12[14N]1[16O]1[18O]1 [12C]4[13C]2[1H]12[14N]1[16O]2 [12C]5[13C]1[1H]12[15N]1[16O]2
L-Phenylalanine	[M1];[C9H11NO2]n	0.8987488121882986 0.0036938461761801406 6.847129497309526E-4 0.003319611800277962 1.2074402267667967E-4 0.001240416008660844 0.08748560660440018 3.595647293704107E-4 0.003784882202232214 3.231361734223871E-4 0.8989555600784292 0.003694695907376483 6.848704608795429E-4 0.0033203754427178216 1.0064316549429126E-4 0.0010339177946365775 0.08750573176544292 3.596474435260842E-4 0.0037857528753269575 3.232105075646679E-4	166.08625505521076 168.09050083311075 167.09047193311076 167.08328994837078 168.09588663887075 167.09253180107075 167.08960989301076 169.09385567091076 168.09296473081076 168.08664478617075 164.07170215074922 166.0759479286492 165.07591902864922 165.06873704390924 166.08133373440924 165.07797889660924 165.07505698854922 167.07930276644922 166.07841182634922 166.0720918817092	M+H M+H M+H M+H M+H M+H M+H M+H M+H M+H M-H M-H M-H M-H M-H M-H M-H M-H M-H M-H	[12C]9[1H]12[14N]1[16O]2 [12C]9[1H]12[14N]1[16O]1[18O]1 [12C]9[1H]12[14N]1[16O]1[17O]1 [12C]9[1H]12[15N]1[16O]2 [12C]8[13C]1[1H]11[2H]1[14N]1[16O]2 [12C]9[1H]11[2H]1[14N]1[16O]2 [12C]8[13C]1[1H]12[14N]1[16O]2 [12C]8[13C]1[1H]12[14N]1[16O]1[18O]1 [12C]7[13C]2[1H]12[14N]1[16O]2 [12C]8[13C]1[1H]12[15N]1[16O]2 [12C]9[1H]10[14N]1[16O]2 [12C]9[1H]10[14N]1[16O]1[18O]1 [12C]9[1H]10[14N]1[16O]1[17O]1 [12C]9[1H]10[15N]1[16O]2 [12C]8[13C]1[1H]9[2H]1[14N]1[16O]2 [12C]9[1H]9[2H]1[14N]1[16O]2 [12C]8[13C]1[1H]10[14N]1[16O]2 [12C]8[13C]1[1H]10[14N]1[16O]1[18O]1 [12C]7[13C]2[1H]10[14N]1[16O]2 [12C]8[13C]1[1H]10[15N]1[16O]2
